8.090000000000000568e+01,2.230000000000000071e+01,0.000000000000000000e+00
7.609999999999999432e+01,2.230000000000000071e+01,0.000000000000000000e+00
7.570000000000000284e+01,2.230000000000000071e+01,0.000000000000000000e+00
7.470000000000000284e+01,2.230000000000000071e+01,0.000000000000000000e+00
7.909999999999999432e+01,2.230000000000000071e+01,0.000000000000000000e+00
7.350000000000000000e+01,2.230000000000000071e+01,0.000000000000000000e+00
7.390000000000000568e+01,2.230000000000000071e+01,0.000000000000000000e+00
8.050000000000000000e+01,2.230000000000000071e+01,0.000000000000000000e+00
7.750000000000000000e+01,2.230000000000000071e+01,0.000000000000000000e+00
7.790000000000000568e+01,2.230000000000000071e+01,1.000000000000000000e+00
8.070000000000000284e+01,2.230000000000000071e+01,1.000000000000000000e+00
7.370000000000000284e+01,2.230000000000000071e+01,0.000000000000000000e+00
7.450000000000000000e+01,2.230000000000000071e+01,0.000000000000000000e+00
7.590000000000000568e+01,2.230000000000000071e+01,1.000000000000000000e+00
7.770000000000000284e+01,2.230000000000000071e+01,0.000000000000000000e+00
7.729999999999999716e+01,2.230000000000000071e+01,0.000000000000000000e+00
7.809999999999999432e+01,2.230000000000000071e+01,0.000000000000000000e+00
7.890000000000000568e+01,2.230000000000000071e+01,0.000000000000000000e+00
7.690000000000000568e+01,2.230000000000000071e+01,0.000000000000000000e+00
7.490000000000000568e+01,2.230000000000000071e+01,0.000000000000000000e+00
8.029999999999999716e+01,2.230000000000000071e+01,0.000000000000000000e+00
8.109999999999999432e+01,2.230000000000000071e+01,0.000000000000000000e+00
7.409999999999999432e+01,2.230000000000000071e+01,0.000000000000000000e+00
7.670000000000000284e+01,2.230000000000000071e+01,0.000000000000000000e+00
7.509999999999999432e+01,2.230000000000000071e+01,0.000000000000000000e+00
7.829999999999999716e+01,2.230000000000000071e+01,1.000000000000000000e+00
7.850000000000000000e+01,2.230000000000000071e+01,0.000000000000000000e+00
7.529999999999999716e+01,2.230000000000000071e+01,0.000000000000000000e+00
7.550000000000000000e+01,2.230000000000000071e+01,1.000000000000000000e+00
7.650000000000000000e+01,2.230000000000000071e+01,1.000000000000000000e+00
7.429999999999999716e+01,2.250000000000000000e+01,0.000000000000000000e+00
7.929999999999999716e+01,2.250000000000000000e+01,0.000000000000000000e+00
7.950000000000000000e+01,2.250000000000000000e+01,0.000000000000000000e+00
7.850000000000000000e+01,2.250000000000000000e+01,0.000000000000000000e+00
7.990000000000000568e+01,2.250000000000000000e+01,0.000000000000000000e+00
7.909999999999999432e+01,2.250000000000000000e+01,0.000000000000000000e+00
7.970000000000000284e+01,2.250000000000000000e+01,0.000000000000000000e+00
7.809999999999999432e+01,2.250000000000000000e+01,0.000000000000000000e+00
7.829999999999999716e+01,2.250000000000000000e+01,0.000000000000000000e+00
8.029999999999999716e+01,2.250000000000000000e+01,0.000000000000000000e+00
7.390000000000000568e+01,2.250000000000000000e+01,0.000000000000000000e+00
8.050000000000000000e+01,2.250000000000000000e+01,1.000000000000000000e+00
7.590000000000000568e+01,2.250000000000000000e+01,0.000000000000000000e+00
7.790000000000000568e+01,2.250000000000000000e+01,1.000000000000000000e+00
7.409999999999999432e+01,2.250000000000000000e+01,0.000000000000000000e+00
7.870000000000000284e+01,2.250000000000000000e+01,0.000000000000000000e+00
7.370000000000000284e+01,2.250000000000000000e+01,0.000000000000000000e+00
7.570000000000000284e+01,2.250000000000000000e+01,0.000000000000000000e+00
7.609999999999999432e+01,2.250000000000000000e+01,1.000000000000000000e+00
8.170000000000000284e+01,2.250000000000000000e+01,0.000000000000000000e+00
7.550000000000000000e+01,2.250000000000000000e+01,0.000000000000000000e+00
7.629999999999999716e+01,2.250000000000000000e+01,1.000000000000000000e+00
8.150000000000000000e+01,2.250000000000000000e+01,0.000000000000000000e+00
7.529999999999999716e+01,2.250000000000000000e+01,1.000000000000000000e+00
7.650000000000000000e+01,2.250000000000000000e+01,0.000000000000000000e+00
8.129999999999999716e+01,2.250000000000000000e+01,0.000000000000000000e+00
7.670000000000000284e+01,2.250000000000000000e+01,0.000000000000000000e+00
8.109999999999999432e+01,2.250000000000000000e+01,0.000000000000000000e+00
7.490000000000000568e+01,2.250000000000000000e+01,0.000000000000000000e+00
7.509999999999999432e+01,2.250000000000000000e+01,0.000000000000000000e+00
7.729999999999999716e+01,2.250000000000000000e+01,0.000000000000000000e+00
7.770000000000000284e+01,2.250000000000000000e+01,0.000000000000000000e+00
8.090000000000000568e+01,2.250000000000000000e+01,0.000000000000000000e+00
7.750000000000000000e+01,2.250000000000000000e+01,0.000000000000000000e+00
8.070000000000000284e+01,2.250000000000000000e+01,0.000000000000000000e+00
7.470000000000000284e+01,2.250000000000000000e+01,1.000000000000000000e+00
7.450000000000000000e+01,2.250000000000000000e+01,0.000000000000000000e+00
7.890000000000000568e+01,2.250000000000000000e+01,0.000000000000000000e+00
7.709999999999999432e+01,2.250000000000000000e+01,0.000000000000000000e+00
7.690000000000000568e+01,2.250000000000000000e+01,0.000000000000000000e+00
7.890000000000000568e+01,2.269999999999999929e+01,0.000000000000000000e+00
7.909999999999999432e+01,2.269999999999999929e+01,0.000000000000000000e+00
7.929999999999999716e+01,2.269999999999999929e+01,0.000000000000000000e+00
8.090000000000000568e+01,2.269999999999999929e+01,0.000000000000000000e+00
8.029999999999999716e+01,2.269999999999999929e+01,0.000000000000000000e+00
7.950000000000000000e+01,2.269999999999999929e+01,0.000000000000000000e+00
8.129999999999999716e+01,2.269999999999999929e+01,0.000000000000000000e+00
7.970000000000000284e+01,2.269999999999999929e+01,1.000000000000000000e+00
8.109999999999999432e+01,2.269999999999999929e+01,1.000000000000000000e+00
8.050000000000000000e+01,2.269999999999999929e+01,0.000000000000000000e+00
7.990000000000000568e+01,2.269999999999999929e+01,1.000000000000000000e+00
8.009999999999999432e+01,2.269999999999999929e+01,1.000000000000000000e+00
8.150000000000000000e+01,2.269999999999999929e+01,0.000000000000000000e+00
8.070000000000000284e+01,2.269999999999999929e+01,0.000000000000000000e+00
7.590000000000000568e+01,2.269999999999999929e+01,0.000000000000000000e+00
7.690000000000000568e+01,2.269999999999999929e+01,0.000000000000000000e+00
7.770000000000000284e+01,2.269999999999999929e+01,0.000000000000000000e+00
7.809999999999999432e+01,2.269999999999999929e+01,0.000000000000000000e+00
7.750000000000000000e+01,2.269999999999999929e+01,0.000000000000000000e+00
8.170000000000000284e+01,2.269999999999999929e+01,0.000000000000000000e+00
7.729999999999999716e+01,2.269999999999999929e+01,0.000000000000000000e+00
7.709999999999999432e+01,2.269999999999999929e+01,0.000000000000000000e+00
7.829999999999999716e+01,2.269999999999999929e+01,1.000000000000000000e+00
7.790000000000000568e+01,2.269999999999999929e+01,0.000000000000000000e+00
7.490000000000000568e+01,2.269999999999999929e+01,0.000000000000000000e+00
7.670000000000000284e+01,2.269999999999999929e+01,0.000000000000000000e+00
7.509999999999999432e+01,2.269999999999999929e+01,0.000000000000000000e+00
7.850000000000000000e+01,2.269999999999999929e+01,0.000000000000000000e+00
7.429999999999999716e+01,2.269999999999999929e+01,0.000000000000000000e+00
7.629999999999999716e+01,2.269999999999999929e+01,0.000000000000000000e+00
7.870000000000000284e+01,2.269999999999999929e+01,0.000000000000000000e+00
7.529999999999999716e+01,2.269999999999999929e+01,0.000000000000000000e+00
7.650000000000000000e+01,2.269999999999999929e+01,0.000000000000000000e+00
7.609999999999999432e+01,2.269999999999999929e+01,0.000000000000000000e+00
8.009999999999999432e+01,2.289999999999999858e+01,0.000000000000000000e+00
8.070000000000000284e+01,2.289999999999999858e+01,0.000000000000000000e+00
8.150000000000000000e+01,2.289999999999999858e+01,0.000000000000000000e+00
7.890000000000000568e+01,2.289999999999999858e+01,0.000000000000000000e+00
7.870000000000000284e+01,2.289999999999999858e+01,0.000000000000000000e+00
7.729999999999999716e+01,2.289999999999999858e+01,0.000000000000000000e+00
7.750000000000000000e+01,2.289999999999999858e+01,0.000000000000000000e+00
8.029999999999999716e+01,2.289999999999999858e+01,0.000000000000000000e+00
7.770000000000000284e+01,2.289999999999999858e+01,1.000000000000000000e+00
8.050000000000000000e+01,2.289999999999999858e+01,0.000000000000000000e+00
7.790000000000000568e+01,2.289999999999999858e+01,1.000000000000000000e+00
7.809999999999999432e+01,2.289999999999999858e+01,0.000000000000000000e+00
7.850000000000000000e+01,2.289999999999999858e+01,1.000000000000000000e+00
7.929999999999999716e+01,2.289999999999999858e+01,1.000000000000000000e+00
7.709999999999999432e+01,2.289999999999999858e+01,0.000000000000000000e+00
8.109999999999999432e+01,2.289999999999999858e+01,0.000000000000000000e+00
7.650000000000000000e+01,2.289999999999999858e+01,0.000000000000000000e+00
7.950000000000000000e+01,2.289999999999999858e+01,0.000000000000000000e+00
7.670000000000000284e+01,2.289999999999999858e+01,0.000000000000000000e+00
7.909999999999999432e+01,2.289999999999999858e+01,0.000000000000000000e+00
7.970000000000000284e+01,2.289999999999999858e+01,0.000000000000000000e+00
7.829999999999999716e+01,2.289999999999999858e+01,0.000000000000000000e+00
8.090000000000000568e+01,2.289999999999999858e+01,0.000000000000000000e+00
8.129999999999999716e+01,2.289999999999999858e+01,0.000000000000000000e+00
7.690000000000000568e+01,2.289999999999999858e+01,0.000000000000000000e+00
7.990000000000000568e+01,2.289999999999999858e+01,0.000000000000000000e+00
8.170000000000000284e+01,2.289999999999999858e+01,0.000000000000000000e+00
7.709999999999999432e+01,2.310000000000000142e+01,0.000000000000000000e+00
7.729999999999999716e+01,2.310000000000000142e+01,0.000000000000000000e+00
8.070000000000000284e+01,2.310000000000000142e+01,0.000000000000000000e+00
8.050000000000000000e+01,2.310000000000000142e+01,0.000000000000000000e+00
8.109999999999999432e+01,2.310000000000000142e+01,0.000000000000000000e+00
7.770000000000000284e+01,2.310000000000000142e+01,0.000000000000000000e+00
8.090000000000000568e+01,2.310000000000000142e+01,0.000000000000000000e+00
8.029999999999999716e+01,2.310000000000000142e+01,0.000000000000000000e+00
7.909999999999999432e+01,2.310000000000000142e+01,0.000000000000000000e+00
7.850000000000000000e+01,2.310000000000000142e+01,0.000000000000000000e+00
7.950000000000000000e+01,2.310000000000000142e+01,0.000000000000000000e+00
7.809999999999999432e+01,2.310000000000000142e+01,1.000000000000000000e+00
8.009999999999999432e+01,2.310000000000000142e+01,0.000000000000000000e+00
7.929999999999999716e+01,2.310000000000000142e+01,0.000000000000000000e+00
7.970000000000000284e+01,2.310000000000000142e+01,0.000000000000000000e+00
7.890000000000000568e+01,2.310000000000000142e+01,1.000000000000000000e+00
7.870000000000000284e+01,2.310000000000000142e+01,0.000000000000000000e+00
7.829999999999999716e+01,2.310000000000000142e+01,0.000000000000000000e+00
7.790000000000000568e+01,2.310000000000000142e+01,0.000000000000000000e+00
7.990000000000000568e+01,2.310000000000000142e+01,0.000000000000000000e+00
8.070000000000000284e+01,2.330000000000000071e+01,0.000000000000000000e+00
7.809999999999999432e+01,2.330000000000000071e+01,0.000000000000000000e+00
7.970000000000000284e+01,2.330000000000000071e+01,0.000000000000000000e+00
8.090000000000000568e+01,2.330000000000000071e+01,0.000000000000000000e+00
7.950000000000000000e+01,2.330000000000000071e+01,0.000000000000000000e+00
7.870000000000000284e+01,2.330000000000000071e+01,0.000000000000000000e+00
7.909999999999999432e+01,2.330000000000000071e+01,0.000000000000000000e+00
8.009999999999999432e+01,2.330000000000000071e+01,0.000000000000000000e+00
7.850000000000000000e+01,2.330000000000000071e+01,0.000000000000000000e+00
7.790000000000000568e+01,2.330000000000000071e+01,0.000000000000000000e+00
7.890000000000000568e+01,2.330000000000000071e+01,0.000000000000000000e+00
8.050000000000000000e+01,2.330000000000000071e+01,0.000000000000000000e+00
8.029999999999999716e+01,2.330000000000000071e+01,1.000000000000000000e+00
7.990000000000000568e+01,2.330000000000000071e+01,0.000000000000000000e+00
7.829999999999999716e+01,2.330000000000000071e+01,0.000000000000000000e+00
7.850000000000000000e+01,2.350000000000000000e+01,0.000000000000000000e+00
8.029999999999999716e+01,2.350000000000000000e+01,0.000000000000000000e+00
7.990000000000000568e+01,2.350000000000000000e+01,0.000000000000000000e+00
8.009999999999999432e+01,2.350000000000000000e+01,0.000000000000000000e+00
7.870000000000000284e+01,2.350000000000000000e+01,0.000000000000000000e+00
8.050000000000000000e+01,2.350000000000000000e+01,0.000000000000000000e+00
7.970000000000000284e+01,2.350000000000000000e+01,0.000000000000000000e+00
7.970000000000000284e+01,2.369999999999999929e+01,0.000000000000000000e+00
7.990000000000000568e+01,2.369999999999999929e+01,0.000000000000000000e+00
8.009999999999999432e+01,2.369999999999999929e+01,0.000000000000000000e+00
8.050000000000000000e+01,2.369999999999999929e+01,0.000000000000000000e+00
8.029999999999999716e+01,2.369999999999999929e+01,0.000000000000000000e+00
